Genes	N5CA1	N5CA2	N5CA3	N5CA4	V1	V2	V3	V4	N5FL1	N5FL2	N5FL3	N5FL4
Snx10	20815.4	20470.7	21126.3	19816.3	33981.4	34072.3	29383.2	30264.1	23047.4	27078.7	25648.3	27303.3
Snx11	13537	14290	14661.9	14749.5	15583.4	18908.7	17753.9	19084.1	13227.1	10843.5	11152.7	14373.2
Snx12	157787	171289	170181	166268	169073	184625	161732	195915	205150	195080	193171	171384
Snx13			7813.2	13779.9	14981.5	8393.76	6933.09	13015.1	21444.5	10907.8	14371.2	6171.04
Snx14	5939.62	5557	4647.18	6542.03	5300.05	5139.58	6092.48	6012.25	3197.73	4508.63	4523.76	7194.46
Snx15	93193.1	109850	103223	95898.3	70646.1	90362.5	86900	93580.8	53949.8	54957.8	57180.5	57055.6
Snx16	12657.2	18608.7	17517	17484.7	21911.8	19746.8	18877.9	17510.4	21264.9	25444	26163.9	22881.9
Snx17	27649.2	28818.2	27714.7	27083.9	24514.6	26202.9	23236.4	24686	34045.9	28933.3	30095.9	32414.3
Snx18	48216.1	61947.8	52620.9	52302.8	43208.9	41932.1	54130	42925.9	51533.3	48238.7	52584.6	47878.5
Snx2	153832	163269	165466	175040	188807	180503	164454	173302	165738	172815	158453	174650
Snx24	78928.8	93770.1	104178	91353.1	84767.1	94045.3	69176	83363.5	90828.8	95400.6	82468.4	100237
Snx25	8432.45	12832	8260.44	9072.84		3115.67		7066.81		5402.55	7709.88	7197.57
Snx27	46006.3	46897.5	48764.3	48955.7	57436.4	60174.3	54250.1	54467.2	38650.1	40421.8	33935.1	39953.1
Snx29	7845.4	8597.95	8517.31	6589.74	4381.93	7075.57	9531.64	9148.09	8819.37	8366.21	7842.38	10344.9
Snx3	197605	229664	216506	198207	225942	233216	239240	238996	162124	170603	167211	162628
Snx30	24011.2	26953	24222.6	29889.4	31428	35201.9	28568	30488.6	24927.7	25923.3	25762.1	22570.8
Snx33	34614.6	32266.3	36264.7	41760.1	34948.8	31610.1	28305.9	30310.2	42858.8	45363.9	44801.4	43450.6
Snx4	96328	106095	103205	102338	107822	125962	118827	116979	100706	92373.4	95714	105112
Snx5	90494.5	101760	106654	96181.5	119422	126364	126497	118173	71307.7	74873.9	72728.2	72852.4
Snx5;Snx6	22461.4	32829.7	25895.9	22452.3	27023.2	28788.8	26049.2	32463.7	12349.3	17899.2	18463	29059.5
Snx6	177352	185706	194376	197175	209506	227303	224731	229616	192251	192938	180077	184696
Snx7	17925.3	23372.8	21700.1	18223.9	26685.1	23604.4	22977.3	25430.8	24653.7	21594.4	19659.3	22102.1
Snx8	15949.6	13182.3	15149.5	13055.5	13691.2	11573.9	14593	10637.5	14761.1	15213	18834.9	16878.8
Snx9	61912.9	65031.8	68876	75366.3	51783.1	40559.4	37478.9	36610.6	73615.6	75761.1	76849.1	70933.8
Soat1	57367.4	43842.5	45802.5	42991.2	38705.2	38168.4	33376.9	23099.8	36389.8	38036.5	44044.6	44433.1
Sod1	1.04E+06	1.12E+06	1.13E+06	1.14E+06	1.24E+06	1.68E+06	1.48E+06	1.47E+06	968331	1.02E+06	934327	1.12E+06
Sod2	363192	331207	448598	395232	488139	560243	562633	433640	496690	450102	472036	430551
Sod3	19912	17033.9	15632.4	15227.5	11539.9	14319.6	14702.7	12369.4	49298.1	56433	61407.9	53479.1
Soga1	23580.3	24191	25713.5	23274.4	14038.6	16876.9	18897.7	19211.4	17120.8	15936.9	18194.3	22282.4
Soga3	7206.39	8457.42	7294.95	7281.45	5242.65	5509.93	5630.79	6442.02	2322.99	4401.39	1821.67	2468.61
Son	151792	165162	163877	170494	163357	188435	192462	197276	161872	162597	156497	165311
Sorbs1	60138.8	63353	62668.5	61009.5	68146.9	86557.1	74917.1	75897.3	89654.7	86008	75687.6	90691.4
Sorbs2	9372.98	8889.71	7777.24	6941.73	863.615			4297.84	29998.2	34304.8	25953	35194.1
Sorbs3	68386.8	75028.1	76087.1	70365.8	83640.8	97916.4	94519.9	99735.4	49195.5	48359.5	39617.1	53810.1
Sord	177474	192323	223699	225876	294234	310936	243733	259129	149365	146897	147438	125401
Sort1	43572.4	42493.8	39753	32122.5	89529	104285	100735	93597.7	10177.8	11933.7	10851.3	12789.7
Sos1	31871.3	26928.2	24845.8	18826.1	14082.4	14193.4	20623.7	21767	14964.7	18637.7	17769.1	23705.6
Sowahb		43031.4	38952.4	45640.8			46527.1	1629.3				
Sowahc	7767.16	6900.78	8675.43	8478.38	16827.6	9045.11	4158.97	7034.84	11593.1	7572.6	5202.58	10635.4
Sox10	339544	352319	386090	366661	249813	281804	281991	293622	233633	279524	245774	285075
Sox10;Sox9	130922	143899	143492	146405	37364.9	113167	109280	101849	94915.2	105024	100195	108405
Sox13	6954.19	6671.23	4936.7	5653.33	2203.05	5421.34	3506.85	2185.97	3444.82		4839.03	5157.73
Sox13;Sox5;Sox6	11017.2	9807.46	12737.4	12125.3	8683.46	10165.4	8650.01	6500.27	12697.3	10551.9	11545.4	11329.1
Sox5	37734.9	37790.2	40854.7	42040.3	18349.5	25964.9	30682.5	19795.2	13509.1	24466.9	22354.8	24950.6
Sox5;Sox6	12884	16673.5	17975	18050.5	8061.73	10203.4	9600.98	7778.31	9150.65	14008.4	11937.7	15362.9
Sox6	41740.6	38699.5	39388.2	44304.4	35793.7	34195.6	32822	26974.1	46408.3	47117.1	48478.4	47441.4
Sp1	12013.6	8239.51	11807.4	13926.2	9808.18	6496.9	9918.11	9543.48	8591.12	8815.31	8237.96	8176.43
Sp3	17766.7	19334	18712.2	20106.5	12624.1	17117.9	16367.3	13631.9	6276.22	9183.66	7225.62	13290.5
Spag5	11645	16013.8	11736	12720.1	12019.6	14667.2	18414.3	15694.4	9937.02	19087	14655.6	18179.4
Spag7	100063	99001.6	104968	91267.2	74005	94382.4	92560.4	92260.3	73217.9	79260.2	65972.9	80793.7
Spag9	96191.2	95361.7	93105.2	99376.6	84182.6	90859.7	76825.5	79218	99967.7	105000	102053	108831
Sparc	85070.5	86947.2	97203.1	75401.2	80054.6	110918	82007.9	95381.8	75372.7	76181.5	79069.9	77184.4
Spart	92769	92523.1	100324	103005	161383	177538	142043	139744	108219	124441	124726	136997
Spast	35484	35534.5	36122.6	36181	22055.7	26127.6	25491.4	30554.7	26454.4	26585	26335.7	26733.3
Spata13										2333.19	3573.51	
Spats2	54898.9	58980	61289.2	57931.2	48474	53371	54336	50402.7	42462.9	47988.6	43195.3	50047.2
Spc24	52680.4	63796.4	56315.9	55585.5	57597.2	64206.7	61472.3	67075.6	37895.6	47072.5	46373.9	48862.1
Spc25	80224.9	93663.9	88430.8	86498.5	88758.6	107179	111504	105441	57099.4	68151.8	64436	81834.8
Spcs1	95748.5	77964.3	88146.1	87177.9	88950.5	69107.7	60220.3	51945.2	65627.2	66688	80615.8	90869.3
Spcs2	181722	155390	141804	135076	133765	118857	114453	104592	76890.5	100657	124129	136564
Spcs3	66291.8	64035.7	74412.6	73557.1	74430.3	67483.6	50976.3	42344.9	73849.7	72857.7	80757.3	73110.4
Spdl1	16417	16123.7	22203.3	14362.8	20817.7	25557.2	28891.6	32931.4	17027	21976.8	20794	26021.3
Specc1	26511.6	27472.5	24794.1	24847.9	17113.7	18126.1	16964.6	17958.7	27970.4	31257.2	32457.5	36778.9
Specc1l	108358	112771	108855	103808	88694.3	98792.2	97145.1	96497.9	68544.8	65978.8	59715.5	64869.3
Speg	34136	40051.5	31658.4	38827.2	37139.2	40980.1	36765.8	39832.1	30508.9	27905.9	25697.6	37456.5
Spen	37467	38997.6	37513.4	39833.8	31645.5	32894.1	33832.4	28919.6	28022.1	30022.7	31257.6	33021.9
Spg11	6541.33	9540.3	12480.3	9463.75	6150.1	9515.74	11927.6	12319.3	8381.14	7123.23	9142.68	10463.7
Spg21	88138.8	88327.4	78298.1	87778	147722	115434	106989	96841.6	63045.6	58244.1	58522.2	58938
Spg7	16006.4	15787	14053.8	10165.1	11837	16792.5	15673.8	15809.2	11914.9	12775.3	13283.1	16464.5
Sphk1	13744.8	11973	16065.3	18197.4	17362.4	13756.1	9696.4	22954.1	26454.1	33717.9	30482.2	29978.9
Sphk2	73306	60649.5	58599	64372.9	60435.7	79606.7	76810.4	91489.8	49440.7	82230.9	92334.4	115724
Spice1	10417	13322.5	8807.14	11049.1	10607.4	15263	16578.1	19085	4823.27	9728.64	11856	10989
Spin1	21792.1	30601	24716.2	26547.2	25771.7	29867.1	26489.4	26816.5	17380.6	15298.9	13919.3	15330.8
Spns1	21797.4	18540.9	13690.8	15730	12470.1	13395.5	15121.3	11586.8	9575.96	9012.34	13986.3	12337.4
Spout1	59938.1	56657.2	61665.6	60989.9	35902.7	38593.3	34934.1	40995.1	43736.6	40950	42570.1	42594.5
Sppl2a	22244	21748.2	18496.8	14288.4	12327.3	15890.7	16216.4	13805.1	17059.1	13895.7	15103.7	15030.4
Sppl2b	28476.4	27723.7	27677.1	32747.4	16607.8	13651.8	18712.5	14654.6	16370.8	15658.9	26146.5	19891.1
Spr	349943	374601	363334	378765	386911	453813	456030	473269	338943	357451	320770	375343
Spred1	22670.4	25554.1	18093.6	20533.1	22623	31291.4	23262	18287.5	9024.59	21469.3	17841.6	19448.4
Spryd4	32009.4	36558.6	44412.8	40218.6	48104.6	55104	39122.6	41652.5	56809.3	60642.1	55346.2	53479.8
Spryd7	32514.1	27681.5	25295.8	23628.6	24007	26436.9	26392.6	32737.2	15148.9	21996.9	22940.1	26475.5
Spsb2	7166.03	9951.18	9147.91	5108.33	13064.1	19307.5	23135.5	20869.9	17129.7	18557	11325.7	11487.6
Sptan1	130547	137876	160659	147839	218758	205440	143592	147329	161889	143886	138546	134627
Sptbn1	162039	169239	170789	156236	215283	223871	173171	179733	145368	154237	149080	152255
Sptlc1	29875	25089.8	28685.9	26738.8	29117.2	28455.2	26784.9	27345.9	20346.4	21752.8	24477	24226.9
Sptlc2	31183.7	30270	29050	27818.7	38965.4	34132.5	31991.5	31873.6	20463.4	22527.9	22300.1	25767.4
Sqle	17741.9	19168.1	18979.1	17190.6	34015.6	28343.8	24694.3	22004	18063.7	16747.1	19116	21159.1
Sqstm1	1.79E+06	2.03E+06	2.19E+06	1.76E+06	1.13E+06	1.38E+06	1.13E+06	1.44E+06	682553	889650	812292	785839
Sra1	60397.3	74837.2	81624.4	83689.1	99186.7	94483.6	79023.6	80165.5	99755.5	101440	94374.9	84990
Srbd1	38475.7	35516	36555.3	36416.9	30745.3	33331.9	36614	33904.6	33870.6	29460.8	34177.7	36165.1
Src	53012.8	45435.6	43740.8	41982.4	46684.8	49636.2	48629.7	46440.5	17131.6	25843	27230.2	32511.3
Src;Yes1	44615.7	41297.9	40486.9	44614.1	50880	49722.1	43192.6	42142.6	31512.9	29752	29263.3	35090
Srcap	2923.13	3072.34	2102.92	2218.98				2507.71		1632.25	1044.57	2844.87
Srek1	105287	107787	115835	118323	121426	130718	118549	108995	108450	113274	110096	109400
Srek1ip1	21263	17928.3	18251.8	16448.6	18652	20467.1	25650.6	30055.3	11418.9	16842.1	17835.2	23347.8
Srfbp1	20407.7	25822.3	25933.4	21358.7	27753.4	27033.9	29028.5	29970.7	30553.3	27964.8	27719.8	27675.5
Srgap1;Srgap3	30735.4	31659.7	36132.2	34765.8	16069.6	27327.5	33293.3	19007.8	25090.7	27181.3	30056.1	27808.8
Srgap2	44260.8	41615.6	41821	42826.1	36067.6	36147.2	32366.9	35589.9	33184.1	36818.5	35280.7	39117.6
Sri	176866	183709	214333	220528	209840	201302	144390	158244	270686	247896	240660	199945
Srm	1.00E+06	1.05E+06	1.10E+06	1.02E+06	682006	853595	814938	874694	1.10E+06	1.12E+06	1.12E+06	1.16E+06
Srp14	226811	256362	244506	220333	159749	189957	209634	225008	166619	193724	188837	214313
Srp19	62230.3	57410.9	63683.5	60158.8	42412.4	50603.7	52617.5	56921.3	42335.7	52943.2	47211.9	60034.3
Srp54	107979	108562	113032	118858	104525	103875	96130.4	95100.7	133832	132023	128625	128753
Srp68	170914	160970	168260	172520	167769	170097	141772	147668	166593	183905	186042	184639
Srp72	114833	114955	127148	131510	148964	136106	119918	122552	153290	131945	126359	127480
Srp9	116746	127853	132821	118964	109439	110384	105524	117655	119852	117955	112636	99030.1
Srpk1	120321	111704	121681	116280	96279.5	89518.1	75506.6	80223.9	90044.2	100652	103177	109382
Srpk2	54232.3	50419.8	52644.6	53193.6	44537.7	39285	43177.4	40396.8	40833	51054.4	44925.8	49344.8
Srpra	43486.7	40895.9	39670.7	46736.7	61185.1	61291.3	59869.8	53955.1	53124.7	57930.4	59585	69705
Srprb	75791.9	70461.7	68405.6	75016	93669.2	78174.1	68505.6	57777.7	82199.5	78963.4	84596.7	80336.3
Srrm1	127923	136604	134737	124897	88498.1	134380	136846	129702	126014	130963	109367	132175
Srrm2	277200	314050	281120	284114	244340	273003	299743	286786	225920	239744	225931	266594
Srrt	173837	175811	187293	198358	157504	177336	175685	175262	195289	195648	204987	193795
Srsf1	1.28E+06	1.31E+06	1.30E+06	1.35E+06	972295	1.13E+06	1.11E+06	1.14E+06	1.11E+06	1.18E+06	1.10E+06	1.16E+06
Srsf10	347380	409383	431743	411536	281823	394790	329372	353200	399376	372127	366293	331467
Srsf11	208266	234381	251553	247541	178467	214800	220171	198939	206653	212685	192033	233216
Srsf2	764700	892671	903682	1.00E+06	868776	820231	548112	614949	844327	850056	904163	775315
Srsf3	1.85E+06	2.06E+06	1.98E+06	1.85E+06	1.37E+06	1.69E+06	1.58E+06	1.58E+06	1.33E+06	1.36E+06	1.36E+06	1.57E+06
Srsf4	30251.1	26818.6	29518.7	24811.2	16993.4	20457.4	27210.4	21514.8	20244.6	19180.5	20944.2	23008.6
Srsf5	241849	286764	253152	231885	237433	257880	272429	268724	209340	207188	201303	238780
Srsf6	1.43E+06	1.63E+06	1.51E+06	1.52E+06	1.22E+06	1.47E+06	1.50E+06	1.55E+06	1.15E+06	1.26E+06	1.24E+06	1.27E+06
Srsf7	766518	867341	950811	993901	772039	833710	693989	683058	854211	767701	759510	711771
Srsf9	286280	314680	307600	297801	218733	252559	242670	255027	241238	243924	232763	251039
Srxn1	107128	122588	119157	109951	67727.5	88913.8	70929.3	85945.8	83743.3	76585.8	75801.1	69283
Ss18	15920.4	20840.8	21233.4	20536	14141.4	14258.3	16768.6	16679.6	14912.2	14665.6	14534.9	13772.3
Ss18l2	8663.12	12947.8	12079.5	9442.63	10540.4	15603.4	12402.1	12104.9		8771.63		7437.43
Ssb	509032	570397	609390	612600	475468	666454	578863	572699	595060	637275	571278	590830
Ssbp1	203197	203095	231466	237399	274537	320455	279357	281055	221373	296588	259641	243222
Ssbp2;Ssbp3	9892.67	8594.34	9795.41	10570.9		7842.29	5388.28	10719.1	11907.8	11288.1	12289.7	6112.62
Ssna1	13188.3	15854.6	10015.5	9152.59	7507.17	14324.8	16760.1	18907.3	8584.86	7235.6	5704.83	10393
Ssr1	200629	244194	340769	330030	364094	363445	193366	223918	283552	298526	280642	245122
Ssr2	13213.4	20648.8	19810.3	25805.2	16855.2	20917.1	21881.1	23150.5	29430.8	20227.9	23520.5	18415.4
Ssr3	110394	76945.9	80179	77820.5	87632.4	80369.6	103499	72829.5	87645.1	64070	101881	110401
Ssr4	255183	224348	218963	232173	224329	203821	209068	178740	215052	224161	243432	283418
Ssrp1	342813	326975	368475	361862	300372	369186	328974	308099	294696	330617	315321	311705
Ssu72	98954.7	90522.7	100402	100735	74431.1	82299.6	89687.7	98998.2	77388.8	66710.8	75926.4	68217.2
St13	306920	332038	361519	367827	413808	470977	464514	452764	367474	402471	376185	390731
St3gal1	24709.5	22895.3	22150.6	13611.7	40248.4	33704	29710.9	31107.2				
St3gal6	43392.9	33755.7	33619.2	30707.2	37738.6	39855.6	36695	30446.1	15290.4	21724.8	23826.4	27187.3
St8sia5	8239.21	4688.03	6302.65	10790		1845.98	5172.08	4044.34	2377.28	3673.22	7481.94	7541.61
Stag1	39706.2	32990.1	36805.9	36366.8	30370.6	25705.8	28327.3	26900	24913	28482.6	28260.9	31050.5
Stag2	41762.8	37816.7	40808.4	40065.6	42100.7	36218.2	32092.3	30198	35096.5	41872.7	42273.6	35509.8
Stam	32473.1	38436.1	33523.1	39908.1	61637.5	70044.4	55574.2	51748.4	45629.2	49151.3	49318.4	46509.6
Stam2	110548	118005	130706	130289	124065	133860	114061	126168	107706	106312	98335.2	100742
Stambp	48322.1	55090.8	50918.7	48205.6	67936.7	79588.8	77345.9	78378.4	40129.6	47173.5	41011.4	46036.9
Stard4	7804.55	7760.7	5672.76	11404.4	11763	21717.4	24038.9	21320	11602	7970.32	7419	9788.76
Stard5	7321.02	7401.7	5935.69	4872.79	9447.43	8424.53	12512.2	10917.1	11157.6	10114.4	11309.4	12765.5
Stard7	29528.6	28753.7	19893.3	23905.5	18590.6	31475.7	24641.2	26058.4	26341.3	24416.3	27241.1	24224.5
Stat1	68898.3	68590.2	68469.8	57141.2	76389.1	70856.7	61835.9	64655.6	76496	73397.7	73936.3	89188.2
Stat3	35950.6	32229.8	31632.5	28394.2	12848.4	9427.58	10733.3	11374	63018.7	64628.8	66740.3	70907.5
Stat5a	26220.8	28840.9	27893.9	21338.3	27240.3	23900	32380.9	31218.6	20379.3	19184.1	21468.9	32249.7
Stat5a;Stat5b	38160	41474.9	43573.7	40612.5	41295.3	38595.1	42112.3	34401.8	31980.9	34518.8	32858.7	36467
Stat5b	49812.1	61967.9	57315.1	51703.4	36685.2	39648.6	39241	35084.7	21757.7	26174.3	29015.1	40341.2
Stat6	38307.8	34202	34870.6	43217.8	43176.9	46828.9	40710.2	41780.9	39118.5	52376.2	50079.5	59570.9
Stau1	62520.2	71407	66071.9	66249.2	51589.1	66633.1	65155.7	66575	56601.5	58360.2	57146.5	63502.8
Stau2	14045.2	15363.9	11091.7	12262	13570.4	13730	20680.8	16115.4	5885.08	8494.68	7315.54	9748.02
Steap3	130087	115978	93003.5	89664.2	157899	149033	142268	134201	66840.8	88365	88260.5	106424
Steep1	10239.5	12812.8	12698.9	12719.2	12769.8	15030.6	16255.6	17580.6	8715.78	9995.48	11734.4	12514.3
Stim1	37827.9	41020.6	32202.4	37168.1	52869	49109.6	47611.1	46540.5	29297.9	29038	31172.9	33244.5
Sting1	27295.8	35746.5	23963.2	25999.6	57965.7	46232.9	35265.3	33049.7	29928.5	29021.1	36305.8	32856.9
Stip1	1.31E+06	1.48E+06	1.66E+06	1.63E+06	1.49E+06	1.71E+06	1.35E+06	1.38E+06	1.88E+06	1.75E+06	1.72E+06	1.67E+06
Stk10	43204.6	44921.2	46285.7	47636.2	51887.1	54007.2	47578.3	49979.3	43545	50010.9	47198.4	52860.2
Stk11ip	26400.2	26427.5	25124	26838.6	23249.8	21143.5	22946.6	20967.7	13565.2	16973.6	15298.7	19839.9
Stk16	11253.9	11227.7	8184.17	8738.1	10903.1	9561.23	13869.1	12793.5	7234.56	10691.9	16808.3	11973.4
Stk19	38381.5	45215.4	35441.2	40200.1	44532.2	37281.5	43199.4	43543.6	37292.5	51859.3	44091.8	45680
Stk24	57182.5	60253.3	65808.9	68617.4	58377.6	60703.7	51638.1	57367.4	37858.7	44568.9	43502.3	43400
Stk24;Stk25	58094	63773.8	59847.7	58641.3	28728.4	50757.7	55509.9	57633.9	24531.1	33102.2	24544.5	43561.1
Stk25	33747.4	39426.1	37079.4	41022.2	50720.5	41733.1	36005.3	32085.2	42814.8	41693.3	46134.7	41540.1
Stk3	51164.5	53027.7	54003.9	55098.8	57011.3	61965.1	55387.8	61404.6	56638.4	59553.9	54707.1	62201.4
Stk38	32592.1	29821	30833.4	36579.9	31684.6	30626.5	30924	25416.4	23345.6	25139.2	29819.7	28888.7
Stk38;Stk38l	15387.9	13753.5	11426.5	17587.8	16176.5	13758.1	11383.9	17370	11969.5	12962.8	14777.7	15175.3
Stk38l	13717.7	10234.7	12375	10556.1	10906.7	12727.7	8772.27	11644.3	9809.06	10549.1	10308.5	11748.1
Stk39	46823.5	45842.6	46413.5	47066.4	47687.8	41096.6	35614.7	32641.4	37200.2	39064.4	35176.8	34547.1
Stk4	135305	161110	148564	155172	185436	183821	181789	173899	123545	120233	105108	126450
Stmn1	662641	777989	732700	766647	580843	805575	776961	745355	413329	410648	380200	410483
Stmn1;Stmn2	162404	179699	198333	199337	190276	181704	173011	186161	122143	115930	123179	106274
Stmn2	299709	333383	307741	328715	265437	314726	356733	388986	149146	156467	152352	174524
Stn1	67493	70395.4	72100.2	73091.2	75082	81661	74835.5	69066.5	63672.4	72210.9	62987.1	74763.7
Stom	64438.6	59070	53011.3	46450.5	50313.4	47764.3	42402.8	41347.3	38450.8	40141.1	42448	47597.1
Stoml2	573771	685370	668198	709414	766385	825004	810586	800470	863375	875530	856569	900607
Ston1	14570.2	15053.1	13957.4	10957.4	10634.2	15098.5	20147.8	18693.9	13357.4	15166.1	17102.4	21033.7
Strada	5229.33	5103.94	4289.86	6070.48	1311.89	1393.33	5083.4	1281.17	2188.18	5395.17	1521.09	7937.77
Stradb	15839	25896.6	20727.2				20106.5			14647.9	13331.7	
Strap	290486	304401	327414	315594	284511	300841	281787	274371	311858	322893	328037	314683
Strbp	83462.1	80215.6	102168	107613	84383.4	76125.1	48665.6	47016.7	101954	92262.1	100253	75350.4
Strip1	64625.7	68417.6	62231.3	59546.4	56175	60288.6	55930.3	60659.9	59491.7	58747.9	62397.2	59447.9
Strn	178377	180624	190372	185647	150986	161883	169277	165449	105946	114091	115721	124020
Strn3	59146	61559.6	56816.9	58341.6	60458.4	62580.1	62648.2	62748	56851.1	56910.8	58589.4	64313.2
Strn4	127890	138304	129928	120372	108380	120842	135212	130444	105877	103188	102420	118476
Strn;Strn4	56925.6	59161	69288.3	62111.3	25958.3	59924.3	41567.3	50444.3	22654.6	39649.8	38884.8	53136.2
Stt3a	139409	103079	115422	115298	132615	113418	82955.8	80387.1	165264	150299	191359	154987
Stt3b	59631.6	52267.2	56250.2	49540.2	55678	46536.5	38497.6	36891.7	56480.3	62394.7	72233.9	65377
Stub1	231035	259675	263113	247864	181687	211838	204395	221777	177292	166938	165450	167009
Stx12	54365.7	52426.4	50607.8	46264.4	54967.9	55389.1	40911.4	43985.2	35139.1	36603.9	36796.3	38115.8
Stx16	10477	11280.8	6171.49	3865.92	8139.72	10538.8	10897.3	9470.84	5345.75	7494.65	6395.33	7345.59
Stx17	44201	53056.3	46589.6	48279	47056.3	55710.4	55850.3	51300.1	54569	56624.1	55677.5	64433.9
Stx18	27527.2	23863.3	25648	21673.3	24590.2	27063.8	23738.2	23534.8	18942.7	21707.1	26549.7	28429.1
Stx4	24470.9	24574.8	24237.6	22048.1	27303.1	28846.4	30927.3	26434.7	14914	17540.8	14380.3	21209.6
Stx5	16950.5	14763	14156.1	12596.2	12443.7	12449.3	11754.6	15247	13986.7	16668.3	17680.5	18312.4
Stx6	19383.9	19792.6	18603.5	19749	20069.6	22418.8	21966.7	20858.8	13125.5	14343.5	12803.9	16340.7
Stx7	111339	103834	93975.6	82809.9	138255	140375	145361	140967	37276.2	42608	45901.2	53350.8
Stx8	94528.2	85392.4	82666.9	76741.3	77955.2	83827.6	73519.6	67502.6	51752	60493.2	56917.7	57983.7
Stxbp1	46861.5	53021	48590.7	46117.1	54218	59235.8	48427.9	56059.9	32863.3	35211.2	39102.9	37991.7
Stxbp2	68940.4	79841.2	77535.9	80423.1	94542.4	84851.3	82364.5	84496.3	53875.8	54309.1	50128.1	54562
Stxbp3	28438	24398	29097.9	26267.4	37435	34446	33900.5	33431.9	24190.6	27035.3	27519.9	31166.2
Stxbp4	25411.2	25280.4	23173	21329.6	16022.7	21270.6	15595.3	15392.1	14476.9	17472.2	16648	20835.2
Stxbp5	9934.42	9565.21	10963.6	12142.2	9894.5	10066	10664	6348.33	13023.9	6340.16	6836.9	6623.51
Styx	2866.21	3484.54	4389.58	2807.69	2068.7	2974.8	3034.08		2375.9	2389.13	2931.5	2192.7
Sub1	114083	120514	157735	125231	165409	135928	93569.4	101729	125319	122900	121741	85659.1
Sucla2	94188.1	95202.5	102626	104145	103079	103297	104062	105536	156939	139035	146240	122959
Suclg1	170652	200224	187652	177414	199716	284463	309587	305755	164914	199993	181655	240230
Suclg2	202452	214023	219238	199750	292046	339878	366204	358391	226620	254173	234436	265596
Suds3	13425.5	15764.6	13902.5	12633.4	12335.1	14219	8474.61	11971.9	16817.5	12308.7	9072.24	12431.3
Sufu	30889.8	30274.5	26116.9	29196.9	14201.2	16808.1	16837.1	23608.8	19440.9	21191.8	16886.9	29330.1
Sugp1	29036.2	30017.5	31662.6	32167.5	26379.1	32233.9	29790.1	28229	24906.5	28244.6	27375.7	31050.8
Sugt1	603415	646280	632378	679705	622848	664300	594588	648199	585632	642120	575376	621097
Sulf2	60057.8	56969.4	49440.5	54240.9	50437.8	46175.2	40799.9	40735.5	51695.8	48851.6	42536.1	47136.4
Sult2a1;Sult2a2	25407.9								16766.1			
Sumf1	29730.8	23576.7	34192.8	29614.6	30991	37228.1	33882.4	36795.4	24528.5	27632.5	26698.1	28327
Sumf2	57798.4	63143.8	62156.8	60756.2	42457.7	61423.7	58394.2	61977.6	55142.2	63601.7	59061.8	67642.4
Sumo1	181275	184761	190769	182243	154809	167757	167844	168371	144262	134143	132475	135087
Sumo2	31306.7	35123	42016.3	39319	42998.5	50212	27411.3	29446	31042.5	34045.1	31614.9	33430.4
Sumo2;Sumo3	451624	456351	537596	416264	394211	500111	535489	593026	462784	464263	455145	418846
Sumo3	22716	22870.7	23773.8	23869.4	28282.2	25061.1	23577	21555.7	23400	23094.3	23810	20762.1
Sun1	41679.7	39549	42192	41345.1	36536.9	37432.6	31178.7	38018.5	54034	59145.1	68165.1	68772.7
Sun2	1910.93	4791.07	2956.16	5021.11	3433.9	3714.83	1104.19	3253.38	4528.38	1246.19	5233.52	5509.82
